"","rebalance_date","stock_cnt","Basic Materials","Communication Services","Consumer Cyclical","Consumer Defensive","Energy","Financial Services","Healthcare","Industrials","Real Estate","Technology","Utilities"
"2545",2020-04-30,76,NA,NA,NA,NA,NA,NA,NA,0.113657646329698,NA,NA,NA
"2546",2020-05-29,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2547",2020-05-29,23,-0.0869565217391304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2548",2020-05-29,27,NA,NA,NA,NA,-0.332112332112332,NA,NA,NA,NA,NA,NA
"2549",2020-05-29,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261083743842365
"2550",2020-05-29,31,NA,NA,NA,NA,NA,NA,NA,NA,-0.180241935483871,NA,NA
"2551",2020-05-29,37,NA,NA,NA,-0.0149359886201991,NA,NA,NA,NA,NA,NA,NA
"2552",2020-05-29,59,NA,NA,NA,NA,NA,NA,0.242489772063121,NA,NA,NA,NA
"2553",2020-05-29,70,NA,NA,0.00337678243373283,NA,NA,-0.0488325503697312,NA,NA,NA,NA,NA
"2554",2020-05-29,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122547204738986,NA
"2555",2020-05-29,76,NA,NA,NA,NA,NA,NA,NA,-0.24090390228794,NA,NA,NA
